id,lon,lat
1,20.86216466985094,52.24938948873858
2,20.860284782494375,52.20444668660338
3,20.859909397199953,52.19545807912466
4,20.859534208976434,52.18646945596261
5,20.877695646567457,52.31660167944648
6,20.87731521642271,52.30761333287464
7,20.87693498642826,52.29862497059029
8,20.876554956444032,52.28963659259369
9,20.87617512633009,52.28064819888507
10,20.87579549594663,52.27165978946474
11,20.87541606515398,52.26267136433293
12,20.875036833812608,52.25368292348991
13,20.87465780178311,52.24469446693596
14,20.87390033510278,52.22671750669626
15,20.87352190017381,52.21772900301106
16,20.87314366400043,52.208740483615955
17,20.872765626443908,52.19975194851122
18,20.872387787365636,52.19076339769713
19,20.872010146627133,52.18177483117391
20,20.890588935643812,52.3208931717882
21,20.890205834990606,52.311904898369846
22,20.889822935907954,52.302916609212495
23,20.889440238254775,52.29392830431646
24,20.88905774189012,52.284939983682
25,20.88867544667318,52.27595164730939
26,20.88829335246328,52.26696329519895
27,20.887911459119877,52.2579749273509
28,20.887529766502563,52.248986543765575
29,20.887148274471063,52.23999814444325
30,20.88676698288524,52.231009729384176
31,20.88638589160509,52.222021298588665
32,20.88600500049074,52.213032852057
33,20.88562430940245,52.20404438978942
34,20.88524381820061,52.19505591178627
35,20.88486352674576,52.18606741804779
36,20.903484694867494,52.32518322934346
37,20.903098922425837,52.31619502954436
38,20.902713352975873,52.3072068139796
39,20.9023279863755,52.29821858264952
40,20.901942822482777,52.289230335554386
41,20.90155786115587,52.280242072694506
42,20.9011731022531,52.2712537940702
43,20.90078854563292,52.262265499681746
44,20.900404191153918,52.25327718952946
45,20.900020038674814,52.24428886361365
46,20.899636088054464,52.23530052193459
47,20.89925233915186,52.22631216449258
48,20.89886879182613,52.217323791287974
49,20.898485445936533,52.20833540232102
50,20.898102301342465,52.199346997592016
51,20.89771935790346,52.190358577101314
52,20.897336615479173,52.18137014084916
53,20.917549488541855,52.356436133853954
54,20.917160428930814,52.34744805551956
55,20.91599447858675,52.32048372575689
56,20.915606237490497,52.311495584250565
57,20.915218200664835,52.30250742695204
58,20.914830367966808,52.29351925386169
59,20.914442739253577,52.284531064979795
60,20.91405531438246,52.27554286030668
61,20.913668093210894,52.26655463984267
62,20.913281075596462,52.25756640358807
63,20.912894261396875,52.248578151543214
64,20.912507650469994,52.23958988370845
65,20.912121242673802,52.230601600084036
66,20.91173503786643,52.22161330067035
67,20.911349035906124,52.21262498546769
68,20.91096323665129,52.20363665447637
69,20.910577639960454,52.19464830769671
70,20.910192245692286,52.185659945129046
71,20.909807053705578,52.17667156677369
72,20.93045821922528,52.36072309609441
73,20.930066480991485,52.35173509239286
74,20.92967494902745,52.34274707287073
75,20.929283623188645,52.33375903752837
76,20.928892503330676,52.324770986366104
77,20.928501589309292,52.3157829193843
78,20.928110880980377,52.30679483658328
79,20.927720378199954,52.297806737963384
80,20.927330080824188,52.28881862352497
81,20.92693998870937,52.27983049326835
82,20.92655010171194,52.27084234719387
83,20.926160419688472,52.2618541853019
84,20.92577094249567,52.252866007592736
85,20.92538166999039,52.243877814066764
86,20.92499260202961,52.234889604724295
87,20.92460373847046,52.225901379565656
88,20.92421507917018,52.216913138591224
89,20.92382662398618,52.20792488180132
90,20.92343837277598,52.198936609196274
91,20.92305032539725,52.189948320776445
92,20.92266248170779,52.18096001654216
93,20.922274841565535,52.171971696493756
94,20.921887404828563,52.1629833606316
95,20.9433694234716,52.36500862022297
96,20.94297500533285,52.3560206916214
97,20.942580794890663,52.34703274717194
98,20.942186791999497,52.338044786874946
99,20.94179299651394,52.3290568107308
100,20.941399408288724,52.32006881873985
101,20.941006027178727,52.311080810902446
102,20.940612853038957,52.30209278721897
103,20.94021988572457,52.293104747689775
104,20.93982712509084,52.284116692315216
105,20.93943457099321,52.27512862109565
106,20.939042223287235,52.26614053403145
107,20.938650081828623,52.25715243112296
108,20.938258146473213,52.248164312370555
109,20.937866417076982,52.239176177774596
110,20.93747489349605,52.23018802733541
111,20.93708357558667,52.22119986105339
112,20.936692463205233,52.2122116789289
113,20.936301556208264,52.20322348096228
114,20.935910854452437,52.19423526715389
115,20.935520357794548,52.1852470375041
116,20.935130066091535,52.17625879201325
117,20.934739979200476,52.16727053068173
118,20.934350096978587,52.158282253509874
119,20.955886001809805,52.360304852563175
120,20.955489111608276,52.35131698365356
121,20.95509243038443,52.342329098868944
122,20.954695957991845,52.33334119820969
123,20.95429969428424,52.324353281676196
124,20.953903639115474,52.31536534926883
125,20.95350779233954,52.30637740098797
126,20.953112153810583,52.297389436834
127,20.95271672338288,52.28840145680732
128,20.952321500910845,52.27941346090829
129,20.951926486249036,52.27042544913728
130,20.951531679252145,52.2614374214947
131,20.951137079775005,52.25244937798089
132,20.950742687672598,52.24346131859627
133,20.95034850280003,52.23447324334118
134,20.94995452501255,52.22548515221603
135,20.949560754165546,52.216497045221196
136,20.94916719011455,52.207508922357036
137,20.948773832715222,52.19852078362394
138,20.948380681823362,52.18953262902231
139,20.947987737294913,52.180544458552504
140,20.947594998985956,52.17155627221489
141,20.947202466752696,52.16256807000987
142,20.946810140451493,52.153579851937806
143,20.96879947027622,52.364587574576184
144,20.9683998990343,52.355599781673874
145,20.968000538197604,52.34661197286887
146,20.967601387618696,52.337624148161574
147,20.967202447150274,52.32863630755238
148,20.966803716645188,52.3196484510417
149,20.96640519595642,52.310660578629935
150,20.96600688493709,52.301672690317474
151,20.965608783440473,52.292684786104715
152,20.96521089131997,52.283696865992084
153,20.964813208429128,52.274708929979944
154,20.96441573462164,52.265720978068735
155,20.96401846975132,52.25673301025882
156,20.963621413672143,52.24774502655061
157,20.963224566238218,52.23875702694453
158,20.96282792730378,52.22976901144094
159,20.962431496723223,52.22078098004025
160,20.962035274351067,52.21179293274289
161,20.96163926004197,52.20280486954921
162,20.96124345365074,52.19381679045966
163,20.960847855032316,52.18482869547459
164,20.960452464041772,52.17584058459443
165,20.960057280534333,52.166852457819566
166,20.959662304365338,52.157864315150405
167,20.959267535390296,52.14887615658733
168,20.981313157021734,52.35988114059118
169,20.980911115292155,52.35089340823329
170,20.980509285247766,52.34190565994524
171,20.980107666740246,52.33291789572747
172,20.97970625962143,52.32393011558039
173,20.979305063743286,52.31494231950442
174,20.978904078957925,52.305954507499976
175,20.9785033051176,52.29696667956749
