id,lon,lat,srv_school,srv_pharmacy,srv_university,srv_mall
pt/9879640821,19.4618751,51.7767309,0,1,0,0
pt/9590934542,19.3863443,51.8589310,0,1,0,0
pt/9590934538,19.3863228,51.8581847,0,1,0,0
pt/9590934534,19.4074425,51.8559425,0,1,0,0
pt/9579123564,19.4947512,51.7360254,0,1,0,0
pt/9579122203,19.4979328,51.7321309,0,1,0,0
pt/9579092164,19.4406081,51.7231435,0,1,0,0
pt/9579085988,19.5245770,51.7605331,0,1,0,0
pt/9579083031,19.4743620,51.7808619,0,1,0,0
pt/9579079157,19.4640807,51.7892957,0,1,0,0
pt/9579077437,19.4826096,51.7903882,0,1,0,0
pt/9579075833,19.3986061,51.7446370,0,1,0,0
pt/9579067429,19.4945478,51.7302296,0,1,0,0
pt/9579067313,19.4898332,51.7791140,0,1,0,0
pt/9579067219,19.3724215,51.7987149,0,1,0,0
pt/9579037576,19.4191251,51.7541219,0,1,0,0
pt/9558988894,19.4942691,51.6607289,0,1,0,0
pt/9558988893,19.4871912,51.6510185,0,1,0,0
pt/9558988892,19.4921321,51.6625441,0,1,0,0
pt/9558988890,19.6388025,51.7251390,0,1,0,0
pt/9558988888,19.6376009,51.7284595,0,1,0,0
pt/9558988881,19.6867931,51.6649423,0,1,0,0
pt/9558988876,19.6334565,51.7280726,0,1,0,0
pt/9558988875,19.6382115,51.7259987,0,1,0,0
pt/9485651813,19.4412830,51.6979963,0,1,0,0
pt/9472315341,19.4342192,51.8174279,0,1,0,0
pt/9167049150,19.4478119,51.7620029,0,1,0,0
pt/9035612141,19.3879422,51.7779821,0,1,0,0
pt/8755456898,19.4766984,51.7212071,0,1,0,0
pt/8635439161,19.3855020,51.7938646,0,1,0,0
pt/8575833534,19.6710855,51.7297333,0,1,0,0
pt/8565654162,19.4589850,51.7561933,0,1,0,0
pt/8170132830,19.6480056,51.6637916,0,1,0,0
pt/8041893870,19.3474320,51.6604025,0,1,0,0
pt/7798203314,19.3445226,51.6630165,0,1,0,0
pt/7700332797,19.4552331,51.7650271,0,1,0,0
pt/7695620050,19.4518803,51.7684328,0,1,0,0
pt/7271536585,19.3798727,51.6526820,0,1,0,0
pt/7241727742,19.4218873,51.8159354,0,1,0,0
pt/7129647861,19.4822018,51.7504995,0,1,0,0
pt/7098457409,19.5903151,51.7932278,0,1,0,0
pt/7072302285,19.4313292,51.8188212,0,1,0,0
pt/6569410207,19.4413927,51.7638546,0,1,0,0
pt/6385804934,19.4553179,51.7724119,0,1,0,0
pt/6219254388,19.4642779,51.7542812,0,1,0,0
pt/6184099971,19.3906460,51.7445511,0,1,0,0
pt/5752716241,19.4570388,51.7587016,0,1,0,0
pt/5743600939,19.4554433,51.7725836,0,1,0,0
pt/5743599018,19.4544677,51.7785603,0,1,0,0
pt/5687433023,19.4438250,51.7879289,0,1,0,0
pt/5573912627,19.4700352,51.7361699,0,1,0,0
pt/5556572717,19.4626420,51.7415842,0,1,0,0
pt/5348491921,19.3394177,51.6563253,0,1,0,0
pt/5287594364,19.4600742,51.7599718,0,1,0,0
pt/5220528731,19.4695894,51.7527082,0,1,0,0
pt/4978902839,19.6124754,51.7404683,0,1,0,0
pt/4592979591,19.3467521,51.6585801,0,1,0,0
pt/4554393493,19.5244848,51.7914391,0,1,0,0
pt/4514125459,19.4125939,51.7479600,0,1,0,0
pt/4505594996,19.4392296,51.7884213,0,1,0,0
pt/4503100515,19.4305617,51.7903570,0,1,0,0
pt/4458998741,19.4847488,51.7558779,0,1,0,0
pt/4447998966,19.4707261,51.7717845,0,1,0,0
pt/4432902076,19.4602473,51.7868692,0,1,0,0
pt/4393599289,19.4551784,51.7988324,0,1,0,0
pt/4363479317,19.4182899,51.7520328,0,1,0,0
pt/4360195806,19.4775084,51.7768944,0,1,0,0
pt/4349462943,19.4927687,51.7329065,0,1,0,0
pt/9579331430,19.5522568,51.7592747,0,1,0,0
pt/9579331418,19.4526252,51.7849961,0,1,0,0
pt/9579328723,19.4955287,51.7475381,0,1,0,0
pt/9579314505,19.4717487,51.7444679,0,1,0,0
pt/9579313307,19.4646051,51.7595146,0,1,0,0
pt/9579287547,19.4176477,51.7873561,0,1,0,0
pt/9579276519,19.4758345,51.7152507,0,1,0,0
pt/9579276517,19.4840982,51.7920567,0,1,0,0
pt/9579270286,19.3921160,51.7975580,0,1,0,0
pt/9579264701,19.4248836,51.7375112,0,1,0,0
pt/9579263400,19.4721862,51.7426707,0,1,0,0
pt/9579262874,19.4035358,51.7936869,0,1,0,0
pt/9579259716,19.4940819,51.7645906,0,1,0,0
pt/9579258782,19.4910019,51.7389449,0,1,0,0
pt/9579257980,19.4293792,51.7114888,0,1,0,0
pt/9579256185,19.4960261,51.7463967,0,1,0,0
pt/9579251441,19.5361401,51.7563574,0,1,0,0
pt/9579248396,19.5336278,51.7570816,0,1,0,0
pt/9579248356,19.4883212,51.7373656,0,1,0,0
pt/9579244993,19.5010021,51.7379859,0,1,0,0
pt/9579244073,19.4857865,51.7201264,0,1,0,0
pt/9579240576,19.5536999,51.7130373,0,1,0,0
pt/9579240237,19.5229039,51.7968653,0,1,0,0
pt/9579236890,19.4941541,51.7366264,0,1,0,0
pt/9579232175,19.3854911,51.7431221,0,1,0,0
pt/9579231589,19.4239759,51.7500757,0,1,0,0
pt/9579229185,19.4716336,51.7335988,0,1,0,0
pt/9579224339,19.3863756,51.7433357,0,1,0,0
pt/9579223468,19.4311436,51.7863897,0,1,0,0
pt/9579211329,19.3816992,51.7941920,0,1,0,0
pt/9579201680,19.5321778,51.7558145,0,1,0,0
pt/9579201519,19.4353575,51.8243171,0,1,0,0
pt/9579199658,19.5217084,51.7564474,0,1,0,0
pt/9579194077,19.4563631,51.7289125,0,1,0,0
pt/9579194070,19.5352929,51.7583757,0,1,0,0
pt/9579193713,19.4701744,51.7783652,0,1,0,0
pt/9579191528,19.4234513,51.7486093,0,1,0,0
pt/9579191396,19.5487039,51.7562254,0,1,0,0
pt/9579191395,19.4617264,51.7314931,0,1,0,0
pt/9579191158,19.4855704,51.7473345,0,1,0,0
pt/9579186046,19.3798090,51.8042204,0,1,0,0
pt/9579182907,19.4997602,51.7334662,0,1,0,0
pt/9579180080,19.4405690,51.7701211,0,1,0,0
pt/9579177903,19.4135447,51.7924700,0,1,0,0
pt/9579177891,19.3957880,51.7483434,0,1,0,0
pt/9579174539,19.4093362,51.7510482,0,1,0,0
pt/9579173184,19.4043354,51.7942681,0,1,0,0
pt/9579173100,19.3761185,51.7972242,0,1,0,0
pt/9579172457,19.3946534,51.7968493,0,1,0,0
pt/9579171602,19.4440586,51.7604900,0,1,0,0
pt/9579171531,19.4530324,51.7649349,0,1,0,0
pt/9579170632,19.4283966,51.7805809,0,1,0,0
pt/9579164297,19.4826545,51.7074495,0,1,0,0
pt/9579161939,19.4790063,51.7905659,0,1,0,0
pt/9579159713,19.5006080,51.7321532,0,1,0,0
pt/9579155991,19.4973222,51.7315894,0,1,0,0
pt/9579155952,19.3780774,51.8042950,0,1,0,0
pt/9579152367,19.4523645,51.7856896,0,1,0,0
pt/9579145746,19.3862729,51.7455694,0,1,0,0
pt/9579142116,19.4416223,51.7969119,0,1,0,0
pt/9579137895,19.4557715,51.7824317,0,1,0,0
pt/9579137879,19.4454794,51.7963352,0,1,0,0
pt/9579127858,19.5386546,51.7582726,0,1,0,0
pt/9579126103,19.4588354,51.7560228,0,1,0,0
pt/2518789433,19.3905870,51.8592804,0,1,0,0
pt/2510166239,19.5438418,51.7569907,0,1,0,0
pt/2388578593,19.4542824,51.7906046,0,1,0,0
pt/2387571380,19.4276937,51.7765868,0,1,0,0
pt/2283163978,19.4763294,51.7381314,0,1,0,0
pt/2277980946,19.4730629,51.7303721,0,1,0,0
pt/2249913128,19.3300099,51.6522511,0,1,0,0
pt/2210241437,19.5365390,51.7574338,0,1,0,0
pt/2013554403,19.5267669,51.7601339,0,1,0,0
pt/1892235441,19.4481772,51.7844729,0,1,0,0
pt/1891350422,19.3746055,51.7948972,0,1,0,0
pt/1866785966,19.4092564,51.7754987,0,1,0,0
pt/1854479072,19.5303090,51.7765330,0,1,0,0
pt/1836706946,19.5076969,51.7637814,0,1,0,0
pt/1833297251,19.4801829,51.7643144,0,1,0,0
pt/1812888325,19.4252589,51.7516047,0,1,0,0
pt/1812858587,19.4224390,51.7495705,0,1,0,0
pt/1810234697,19.4473872,51.7328617,0,1,0,0
pt/1810217718,19.4489205,51.7324923,0,1,0,0
pt/1805179671,19.4444539,51.7367249,0,1,0,0
pt/1805124819,19.4580795,51.7396494,0,1,0,0
pt/1794967892,19.4492766,51.7278189,0,1,0,0
pt/1770626812,19.3184223,51.8113866,0,1,0,0
pt/1745628446,19.4644689,51.7883912,0,1,0,0
pt/1717926829,19.4216816,51.8009838,0,1,0,0
pt/1667203221,19.4350060,51.7882923,0,1,0,0
pt/1643154715,19.4581862,51.7292000,0,1,0,0
pt/1642868037,19.4548708,51.7277237,0,1,0,0
pt/1524711757,19.4042858,51.7405148,0,1,0,0
pt/1305720703,19.4305602,51.7874562,0,1,0,0
pt/1234960182,19.4518208,51.7937542,0,1,0,0
pt/1205571106,19.4560543,51.7713999,0,1,0,0
pt/1187744356,19.4597122,51.7528388,0,1,0,0
pt/1187744320,19.4556810,51.7524990,0,1,0,0
pt/1179398558,19.4772472,51.7906000,0,1,0,0
pt/1152777921,19.4395257,51.7962128,0,1,0,0
mp/1490649,19.3989735,51.7443017,0,0,0,1
mp/2638288,19.4139189,51.7036032,0,0,0,1
mp/w34203229,19.5095196,51.7937042,0,0,0,1
mp/w39339883,19.4045887,51.7404410,0,0,0,1
mp/w39348339,19.4197376,51.7527444,0,0,0,1
mp/w39524935,19.4648688,51.7590243,0,0,0,1
mp/w61409127,19.4918476,51.7105450,0,0,0,1
mp/w100320779,19.4053887,51.7406726,0,0,0,1
mp/w100328259,19.3979263,51.7442077,0,0,0,1
mp/w100328265,19.3981627,51.7438831,0,0,0,1
mp/w103258620,19.4649641,51.7394407,0,0,0,1
mp/w103285740,19.4605091,51.7589633,0,0,0,1
mp/w103663504,19.4842471,51.7815221,0,0,0,1
mp/w104708074,19.4161515,51.7904141,0,0,0,1
mp/w104767209,19.4565999,51.7656479,0,0,0,1
mp/w106191082,19.3988087,51.7447136,0,0,0,1
mp/w106338758,19.3994451,51.7439799,0,0,0,1
mp/w106954769,19.3501769,51.6652056,0,0,0,1
mp/w108564347,19.4960603,51.6489128,0,0,0,1
mp/w108565281,19.4916494,51.6475790,0,0,0,1
mp/w108565286,19.4899885,51.6498094,0,0,0,1
mp/w121670191,19.4162733,51.8437836,0,0,0,1
mp/w129149297,19.3228612,51.7496192,0,0,0,1
mp/w140605022,19.4925252,51.6460205,0,0,0,1
mp/w142011332,19.3184630,51.8111194,0,0,0,1
mp/w152072204,19.5367013,51.7568237,0,0,0,1
mp/w152072207,19.5376097,51.7567300,0,0,0,1
mp/w152447536,19.4492550,51.7344453,0,0,0,1
mp/w154938493,19.3971194,51.7465709,0,0,0,1
mp/w173348997,19.4406547,51.7498916,0,0,0,1
mp/w173485216,19.4953681,51.7652756,0,0,0,1
mp/w174638513,19.4437714,51.7790891,0,0,0,1
mp/w192198094,19.3844684,51.7371809,0,0,0,1
mp/w229768685,19.3988775,51.8550410,0,0,0,1
mp/w236667724,19.4879692,51.6464564,0,0,0,1
mp/w243634385,19.5485656,51.7558499,0,0,0,1
mp/w285894949,19.3592186,51.7956060,0,0,0,1
mp/w319475663,19.4346586,51.8178538,0,0,0,1
mp/w344745890,19.4894771,51.6459341,0,0,0,1
mp/w376430558,19.3978751,51.8624996,0,0,0,1
mp/w438634255,19.4183031,51.7521674,0,0,0,1
mp/w439650453,19.4484878,51.7497834,0,0,0,1
mp/w624275676,19.3332873,51.6636402,0,0,0,1
mp/w650283336,19.3485394,51.6649793,0,0,0,1
mp/w739683299,19.3572159,51.6616487,0,0,0,1
mp/w739683300,19.3569768,51.6607018,0,0,0,1
mp/w859262021,19.4128294,51.7480937,0,0,0,1
mp/w881292599,19.6867928,51.6650017,0,0,0,1
mp/w938012849,19.4155378,51.8445054,0,0,0,1
mp/w964943161,19.6368119,51.7258829,0,0,0,1
mp/w1022661915,19.4814344,51.7248882,0,0,0,1
mp/w1022661918,19.4819913,51.7245923,0,0,0,1
mp/w1040340316,19.3985867,51.7446519,0,0,0,1
mp/w1246922050,19.4926302,51.6497359,0,0,0,1
mp/w1246922051,19.4919279,51.6470937,0,0,0,1
mp/w1246922052,19.4911449,51.6479722,0,0,0,1
mp/w1246922053,19.4911156,51.6483644,0,0,0,1
pt/582905945,19.4595000,51.7590880,0,0,0,1
node/766782678,19.4542642,51.7758704,0,0,1,0
node/766790951,19.4570966,51.7744631,0,0,1,0
node/1865626236,19.4495583,51.7491574,0,0,1,0
way/100815172,19.4553984,51.7473138,0,0,1,0
way/103526314,19.4871735,51.7757450,0,0,1,0
way/103526315,19.4873568,51.7741967,0,0,1,0
way/103646901,19.4737208,51.7707205,0,0,1,0
way/103647577,19.4743164,51.7729675,0,0,1,0
way/103647580,19.4746460,51.7725429,0,0,1,0
way/103651286,19.4832885,51.7778716,0,0,1,0
way/104290998,19.4540269,51.7698593,0,0,1,0
way/143694392,19.4814169,51.7735107,0,0,1,0
way/159859528,19.4559914,51.7473564,0,0,1,0
way/174858702,19.4533660,51.7464090,0,0,1,0
way/174858708,19.4530820,51.7485781,0,0,1,0
way/175909119,19.4522337,51.7536888,0,0,1,0
way/176000192,19.4492933,51.7455552,0,0,1,0
way/176000205,19.4495432,51.7468216,0,0,1,0
way/237600484,19.4519237,51.7454094,0,0,1,0
way/284457369,19.4945336,51.7760445,0,0,1,0
way/299732166,19.4889858,51.7802767,0,0,1,0
way/305309140,19.4615761,51.7494370,0,0,1,0
way/329869166,19.4433114,51.7932985,0,0,1,0
way/370532020,19.4530357,51.7477018,0,0,1,0
way/437251360,19.4721576,51.7716248,0,0,1,0
way/437251361,19.4738554,51.7713328,0,0,1,0
way/443199477,19.4686717,51.7723190,0,0,1,0
way/443201680,19.4644861,51.7749853,0,0,1,0
way/443794142,19.4744745,51.7755289,0,0,1,0
way/444607148,19.4366839,51.7713574,0,0,1,0
way/451472785,19.4944324,51.7765099,0,0,1,0
way/451472787,19.4919685,51.7754728,0,0,1,0
way/451515326,19.4900796,51.7747233,0,0,1,0
way/451515327,19.4873756,51.7741668,0,0,1,0
way/451515329,19.4874613,51.7757855,0,0,1,0
way/451515332,19.4868567,51.7767766,0,0,1,0
way/451515336,19.4891246,51.7768114,0,0,1,0
way/451515339,19.4830850,51.7781126,0,0,1,0
way/451515340,19.4850399,51.7779132,0,0,1,0
way/451515347,19.4828812,51.7754408,0,0,1,0
way/451515348,19.4837489,51.7753737,0,0,1,0
way/542224473,19.4741784,51.7715542,0,0,1,0
way/658408658,19.4543851,51.7698870,0,0,1,0
way/875551700,19.4496305,51.7545274,0,0,1,0
way/963935965,19.4585665,51.7467550,0,0,1,0
way/996256659,19.4537310,51.7468697,0,0,1,0
way/1131157968,19.4731270,51.7738589,0,0,1,0
