id,lon,lat,srv_school,srv_pharmacy,srv_university,srv_mall
pt/9581755504,19.3367938,51.6602161,0,1,0,0
pt/9581746759,19.3812293,51.6531551,0,1,0,0
pt/9581745368,19.3216011,51.7514532,0,1,0,0
pt/9581744570,19.3316513,51.6559648,0,1,0,0
pt/9581727858,19.4034447,51.6823448,0,1,0,0
pt/9581725244,19.3301138,51.6613467,0,1,0,0
pt/9581713117,19.3416333,51.6587609,0,1,0,0
pt/9581708549,19.3520777,51.6641780,0,1,0,0
pt/9581704378,19.3645848,51.6637558,0,1,0,0
pt/9581698452,19.3230641,51.7494380,0,1,0,0
pt/9581671411,19.3213275,51.6621046,0,1,0,0
pt/9581665961,19.3561614,51.6624373,0,1,0,0
pt/9581655492,19.3738250,51.6545575,0,1,0,0
pt/9581650708,19.3725121,51.6498975,0,1,0,0
pt/9581645283,19.3607318,51.6472438,0,1,0,0
pt/9579357640,19.4642184,51.7714417,0,1,0,0
pt/9579354844,19.4795272,51.7185622,0,1,0,0
pt/9579348405,19.4696782,51.7282443,0,1,0,0
pt/9579346407,19.3793649,51.7387169,0,1,0,0
pt/9579346406,19.4163298,51.7867853,0,1,0,0
pt/9579346405,19.4818493,51.7177888,0,1,0,0
pt/9579339579,19.4754915,51.7988894,0,1,0,0
pt/9579335956,19.3944285,51.7470831,0,1,0,0
pt/12100102476,19.4620847,51.7602156,0,1,0,0
pt/11349495271,19.4911680,51.7791807,0,1,0,0
pt/11081882122,19.4682644,51.7305898,0,1,0,0
pt/11074278591,19.4041119,51.7941828,0,1,0,0
pt/10591290253,19.4140298,51.7925296,0,1,0,0
pt/10589914147,19.3026550,51.8227445,0,1,0,0
pt/10282659607,19.4765603,51.6910326,0,1,0,0
pt/10282659602,19.4453970,51.7873793,0,1,0,0
pt/10282659601,19.4864074,51.7198324,0,1,0,0
pt/10282659600,19.4690167,51.7987096,0,1,0,0
pt/10282659599,19.4556836,51.7915046,0,1,0,0
pt/10282659598,19.5050491,51.7748872,0,1,0,0
pt/10282659597,19.3833650,51.7978439,0,1,0,0
pt/10282659596,19.4745717,51.7804589,0,1,0,0
pt/10282659595,19.3477787,51.6644404,0,1,0,0
pt/10282080260,19.5881427,51.7932280,0,1,0,0
pt/10281889131,19.4519460,51.7868078,0,1,0,0
pt/10281889124,19.4320063,51.8208402,0,1,0,0
pt/10281889121,19.4795745,51.7868822,0,1,0,0
pt/10281889109,19.4832014,51.7493385,0,1,0,0
pt/10281831007,19.3863625,51.7788707,0,1,0,0
