id,lon,lat
0,19.325056361639437,51.808845069543096
1,19.32502401819797,51.80434816448326
2,19.324991683188838,51.79985125595012
3,19.331322431805194,51.80657908579099
4,19.331289467568634,51.80208218180778
5,19.331256511925886,51.797585274350645
6,19.337722299662232,51.82230034508812
7,19.337688679743835,51.817803456131685
8,19.337655068592777,51.81330656370122
9,19.337621466206027,51.808809667796595
10,19.337587872580563,51.80431276841768
11,19.337554287713356,51.79981586556435
12,19.337520711601382,51.79531895923646
13,19.337453585631042,51.78632513615655
14,19.33742003576664,51.78182821940426
15,19.337352962264266,51.77283437547434
16,19.337319438620263,51.76833744829646
17,19.337118480067055,51.7413558122402
18,19.33708501749857,51.73685886073147
19,19.337051563643126,51.73236190574637
20,19.337018118497728,51.727864947284814
21,19.336984682059366,51.723367985346634
22,19.3440581033901,51.829027454553774
23,19.344023844492384,51.824530573732005
24,19.343989594529766,51.82003368943582
25,19.343955353499158,51.815536801665075
26,19.34392112139747,51.81103991041967
27,19.343886898221626,51.806543015699454
28,19.34385268396854,51.802046117504304
29,19.343818478635125,51.79754921583409
30,19.343715916122157,51.784058489971805
31,19.343681746436673,51.77956157440005
32,19.343647585655475,51.77506465535259
33,19.3436134337755,51.7705677328293
34,19.34357929079367,51.76607080683005
35,19.343374619592048,51.73908917783208
36,19.3433405388114,51.73459222749748
37,19.343306466904387,51.730095273685876
38,19.34327240386795,51.72559831639717
39,19.34323834969903,51.72110135563121
40,19.343204304394575,51.71660439138788
41,19.35043070571216,51.84025108064506
42,19.350395798234597,51.83575421148799
43,19.35036089986321,51.83125733885624
44,19.35032601059485,51.82676046274967
45,19.350291130426367,51.82226358316816
46,19.350256259354623,51.81776670011159
47,19.35022139737647,51.8132698135798
48,19.350186544488775,51.808772923572704
49,19.350151700688386,51.804276030090136
50,19.350116865972176,51.79977913313199
51,19.350082040337,51.79528223269813
52,19.35001241629723,51.78628842140273
53,19.349977617886363,51.78179151054095
54,19.349942828544005,51.77729459620292
55,19.349908048267025,51.77279767838854
56,19.349873277052293,51.768300757097684
57,19.349838514896685,51.7638038323302
58,19.34980376179707,51.75930690408598
59,19.34966483989616,51.74131915633906
60,19.34963013202972,51.736822210709185
